Part#	Descrip	Brand	Front Left Flange Diameter (mm)	Front Right Flange Diameter (mm) 	Front Left Center To Flange (mm)	Front Right Center To Flange (mm)	Front Holes	Rear Left Flange Diameter (mm)	Rear Right Flange Diameter (mm) 	Rear Left Center To Flange (mm)	Rear Right Center To Flange (mm)	Rear Holes
CR6030	Kris Holm 36H unicycle hub, 127mm crankset, blk	Kris Holm	0.00	0.00	0.00	0.00	0	56.00	56.00	33.50	33.50	36
CR6031	Kris Holm 36H unicycle hub, 140mm crankset, blk	Kris Holm	0.00	0.00	0.00	0.00	0	56.00	56.00	33.50	33.50	36
CR6034	Kris Holm Moment 36H unicycle hub & 127mm crankset	Kris Holm	0.00	0.00	0.00	0.00	0	56.00	56.00	37.25	37.25	36
CR6035	Kris Holm Moment 36H unicycle hub & 140mm crankset	Kris Holm	0.00	0.00	0.00	0.00	0	56.00	56.00	37.25	37.25	36
CR6037	Kris Holm Moment 36H unicycle hub & 150mm crankset	Kris Holm	0.00	0.00	0.00	0.00	0	56.00	56.00	37.25	37.25	36
CR6038	Kris Holm Moment 36H unicycle hub & 165mm crankset	Kris Holm	0.00	0.00	0.00	0.00	0	56.00	56.00	37.25	37.25	36
HU0100	NuVinci CVP rear hub, 32h, SIL	NuVinci	0.00	0.00	0.00	0.00	0	148.00	148.00	25.50	25.50	32
HU0101	NuVinci CVP rear hub, 36h, SIL	NuVinci	0.00	0.00	0.00	0.00	0	148.00	148.00	25.50	25.50	36
HU0103	NuVinci CVP Rear Hub, 32h, Silver	NuVinci	0.00	0.00	0.00	0.00	0	148.50	148.50	25.00	25.00	32
HU0104	NuVinci CVP Rear Hub, 36h, Silver	NuVinci	0.00	0.00	0.00	0.00	0	148.50	148.50	25.00	25.00	36
HU0130	I-9 Classic Front Hub 32H Black	Industry Nine	59.00	59.00	21.50	38.00	32	0.00	0.00	0.00	0.00	0
HU0131	I-9 Classic Front Hub 32H Red	Industry Nine	59.00	59.00	21.50	38.00	32	0.00	0.00	0.00	0.00	0
HU0132	I-9 Classic Front Hub 32H Silver	Industry Nine	59.00	59.00	21.50	38.00	32	0.00	0.00	0.00	0.00	0
HU0140	I-9 Classic Cassette Hub 32H Black	Industry Nine	0.00	0.00	0.00	0.00	0	59.00	68.00	34.00	21.50	32
HU0141	I-9 Classic Cassette Hub 32H Red	Industry Nine	0.00	0.00	0.00	0.00	0	59.00	68.00	34.00	21.50	32
HU0142	I-9 Classic Cassette Hub 32H Silver	Industry Nine	0.00	0.00	0.00	0.00	0	59.00	68.00	34.00	21.50	32
HU0150	I-9 Classic Front Hub 36H Black	Industry Nine	59.00	59.00	21.50	38.00	36	0.00	0.00	0.00	0.00	0
HU0170	I-9 DH150 Cassette Hub 32H Black	Industry Nine	0.00	0.00	0.00	0.00	0	59.75	68.00	31.00	29.00	32
HU0175	I-9 DH150 Cassette Hub 36H Black	Industry Nine	0.00	0.00	0.00	0.00	0	59.75	68.00	31.00	29.00	36
HU0180	I-9 Singlespeed Hub 32H Black	Industry Nine	0.00	0.00	0.00	0.00	0	59.00	68.00	37.00	38.00	32
HU0181	I-9 Singlespeed Hub 32H Red	Industry Nine	0.00	0.00	0.00	0.00	0	59.00	68.00	37.00	38.00	32
HU0182	I-9 Singlespeed Hub 32H Silver	Industry Nine	0.00	0.00	0.00	0.00	0	59.00	68.00	37.00	38.00	32
HU0200	Surly "NEW" front hub 	Surly	54.00	54.00	32.20	32.20	32	0.00	0.00	0.00	0.00	0
HU0201	Surly "NEW" front hub	Surly	54.00	54.00	32.20	32.20	32	0.00	0.00	0.00	0.00	0
HU0202	Surly "NEW" fixed gear hub, 120mm 	Surly	0.00	0.00	0.00	0.00	0	54.00	54.00	30.10	30.10	32
HU0203	Surly "NEW" fixed gear hub, 120mm 	Surly	0.00	0.00	0.00	0.00	0	54.00	54.00	30.10	30.10	32
HU0204	Surly "NEW" 1-speed hub135mm 	Surly	0.00	0.00	0.00	0.00	0	54.00	54.00	38.40	38.40	32
HU0205	Surly "NEW" 1-speed hub135mm 	Surly	0.00	0.00	0.00	0.00	0	54.00	54.00	38.40	38.40	32
HU0208	Surly NEW hub,32h, 135mm  silver, fixed/freewheel	Surly	0.00	0.00	0.00	0.00	0	54.00	54.00	38.40	38.40	32
HU0209	Surly Rear Mtn hub, fixed gear/freewheel, 135mm 32h Black	Surly	0.00	0.00	0.00	0.00	0	54.00	54.00	38.40	38.40	32
HU0210	Surly New Disc hub Front , silver 	Surly	58.00	58.00	23.00	32.00	32	0.00	0.00	0.00	0.00	0
HU0211	Surly New Disc hub Front, black	Surly	58.00	58.00	23.00	32.00	32	0.00	0.00	0.00	0.00	0
HU0212	Surly New Disc 1-speed rear hub, silver, 135mm	Surly	0.00	0.00	0.00	0.00	0	58.00	58.00	34.00	37.00	32
HU0213	Surly New Disc 1-speed rear hub, black, 135mm	Surly	0.00	0.00	0.00	0.00	0	58.00	58.00	34.00	37.00	32
HU0214	Surly NEW front hub, QR 32h Black	Surly	54.00	54.00	32.20	32.20	32	0.00	0.00	0.00	0.00	0
HU0215	Surly NEW 1-speed rear hub, black, 135mm	Surly	0.00	0.00	0.00	0.00	0	54.00	54.00	38.00	38.00	32
HU0216	Surly NEW Disc Front, Black, QR	Surly	58.00	58.00	23.00	32.00	32	0.00	0.00	0.00	0.00	0
HU0217	Surly NEW 1-speed rear, black, 135mm, QR	Surly	0.00	0.00	0.00	0.00	0	58.00	58.00	34.00	37.00	32
HU0218	Surly NEW front hub	Surly	54.00	54.00	32.20	32.20	36	0.00	0.00	0.00	0.00	0
HU0219	Surly NEW hub, track 120mm, silver, 36 hole	Surly	0.00	0.00	0.00	0.00	0	54.00	54.00	30.10	30.10	36
HU0220	Surly NEW hub,32h, 120mm  black, fixed/freewheel	Surly	0.00	0.00	0.00	0.00	0	54.00	54.00	30.00	30.00	32
HU0221	Surly NEW 1-speed rear, silver, 135mm	Surly	0.00	0.00	0.00	0.00	0	54.00	54.00	38.40	38.40	36
HU0222	Surly NEW Disc front, black	Surly	58.00	58.00	23.00	32.00	36	0.00	0.00	0.00	0.00	0
HU0223	Surly NEW Disc 1-speed rear hub, black, 135mm	Surly	0.00	0.00	0.00	0.00	0	58.00	58.00	34.00	37.00	36
HU0224	Surly NEW rear track hub, fixed/freewheel	Surly	0.00	0.00	0.00	0.00	0	54.00	54.00	30.00	30.00	32
HU0226	Surly hub 130mm,fix/free  32h, black	Surly	0.00	0.00	0.00	0.00	0	54.00	54.00	33.00	31.00	32
HU0227	Surly hub 130mm,fix/free  32h, silver	Surly	0.00	0.00	0.00	0.00	0	54.00	54.00	33.00	31.00	32
HU0231	Surly NEW Disc/Fixed Hub 135mm, 32h, Black	Surly	0.00	0.00	0.00	0.00	0	58.00	58.00	34.00	37.50	32
HU0236	Surly NEW QR Disc Hub, Front, Black, 36 Hole	Surly	58.00	58.00	23.00	31.00	36	0.00	0.00	0.00	0.00	0
HU0420	Formula Adaptor Hub CL-91 Front 32 hole Black	Formula Hubs	46.00	46.00	21.00	32.00	32	0.00	0.00	0.00	0.00	0
HU0422	Formula Adaptor Hub CL-91 Front QR 36 hole Black	Formula Hubs	46.00	46.00	21.00	32.00	36	0.00	0.00	0.00	0.00	0
HU0426	Formula Adapter Hub CL-32 Rear 32 hole Hub Black 6-bolt disc	Formula Hubs	0.00	0.00	0.00	0.00	0	45.50	45.50	33.50	21.00	32
HU0428	Formula Adapter Hub CL-32 Rr 36 hole Hub Blk 6-bolt disc	Formula Hubs	0.00	0.00	0.00	0.00	0	45.50	45.50	33.50	21.00	36
HU0430	Formula Adapter Hub XDH-51 Front 20mm thru-axle 32 hole Black	Formula Hubs	58.00	58.00	21.50	32.00	32	0.00	0.00	0.00	0.00	0
HU0432	Formula Adapter Hub XDH-51 Front 20mm thru-axle 36 hole Black	Formula Hubs	58.00	58.00	21.50	32.00	36	0.00	0.00	0.00	0.00	0
HU0436	Formula Adaptor Hub XDH-52 Rear 32 hole Black	Formula Hubs	0.00	0.00	0.00	0.00	0	58.00	58.00	34.00	20.00	32
HU0438	Formula Adaptor Hub XDH-52 Rear 36 hole Black	Formula Hubs	0.00	0.00	0.00	0.00	0	58.00	58.00	34.00	20.00	36
HU0440	Formula Adapter Hub XDH-53 Rear 150mm 12mm thru-axle 32 hole Black	Formula Hubs	0.00	0.00	0.00	0.00	0	58.00	58.00	32.50	27.50	32
HU0442	Formula Adapter Hub XDH-53 Rr 150mm 12mm thru-axle 36 hole Black	Formula Hubs	0.00	0.00	0.00	0.00	0	58.00	58.00	32.50	27.50	36
HU0502	Novatec Front Disc Hub 32h Black with QR	Novatec	58.00	58.00	21.00	37.00	32	0.00	0.00	0.00	0.00	0
HU0506	Novatec Rear Single Speed Cassette Disc Hub 32h Black	Novatec	0.00	0.00	0.00	0.00	0	58.00	58.00	31.50	35.50	32
HU0530	DT 440 FR 32h QR Front H ub 6-bolt Disc Black	DT Swiss	58.00	52.00	19.00	30.50	32	0.00	0.00	0.00	0.00	0
HU0531	DT 440 FR 36h QR Front Hub 6-bolt Disc Black	DT Swiss	58.00	52.00	19.00	30.50	36	0.00	0.00	0.00	0.00	0
HU0532	DT 440 FR 32h 20x110mm Front Hub 6-bolt Disc Bla	DT Swiss	58.00	52.00	23.00	32.00	32	0.00	0.00	0.00	0.00	0
HU0533	DT 440 FR 36h 20x110mm Front Hub 6-bolt Disc Bla	DT Swiss	58.00	52.00	23.00	32.00	36	0.00	0.00	0.00	0.00	0
HU0538	DT 440 FR 32h 135x10mm thru bolt with RWS	DT Swiss	0.00	0.00	0.00	0.00	0	58.00	52.00	32.00	20.00	32
HU0540	DT 440 FR 32h 135mm QR Hub 6-bolt Disc Black	DT Swiss	0.00	0.00	0.00	0.00	0	58.00	52.00	33.75	19.50	32
HU0541	DT 440 FR 36h 135mm QR Hub 6-bolt Disc Black	DT Swiss	0.00	0.00	0.00	0.00	0	58.00	52.00	33.50	19.50	36
HU0542	DT 440 FR 32h 135 x 12mm 6-bolt Disc w/thru axle	DT Swiss	0.00	0.00	0.00	0.00	0	58.00	52.00	31.00	19.00	32
HU0543	DT 440 FR 36h 135 x 12mm 6-bolt Disc w/thru axle	DT Swiss	0.00	0.00	0.00	0.00	0	58.00	52.00	31.00	19.00	36
HU0544	DT 440 FR 32h 150 x 12mm 6-bolt Disc w/thru axle	DT Swiss	0.00	0.00	0.00	0.00	0	58.00	58.00	25.50	25.50	32
HU0545	DT 440 FR 36h 150 x 12mm 6-bolt Disc w/thru axle	DT Swiss	57.50	57.50	25.50	25.50	36	0.00	0.00	0.00	0.00	0
HU0550	DT 540 TD Front 36h Blk Tandem Front Hub	DT Swiss	60.00	60.00	35.00	35.00	36	0.00	0.00	0.00	0.00	0
HU0551	DT 540 TD Front 40h Blk Tandem Front Hub	DT Swiss	60.00	60.00	35.00	35.00	40	0.00	0.00	0.00	0.00	0
HU0552	DT 540 TD Front 48h Blk Tandem Front Hub	DT Swiss	60.00	60.00	35.00	35.00	48	0.00	0.00	0.00	0.00	0
HU0555	DT 540 TD Front disc 36h Tandem Disc 6-bolt Black	DT Swiss	60.00	60.00	20.50	32.00	36	0.00	0.00	0.00	0.00	0
HU0556	DT 540 TD Front disc 40h Tandem Disc 6-bolt Black	DT Swiss	60.00	60.00	20.50	32.00	40	0.00	0.00	0.00	0.00	0
HU0557	DT 540 TD Front disc 48h Tandem Disc 6-bolt Black	DT Swiss	60.00	60.00	20.50	32.00	48	0.00	0.00	0.00	0.00	0
HU0560	DT 540 TD 36h 135mm Disc Tandem Disc Hub Black	DT Swiss	0.00	0.00	0.00	0.00	0	60.00	60.00	34.00	19.00	36
HU0561	DT 540 TD 40h 135mm Disc Tandem Disc Hub Black	DT Swiss	0.00	0.00	0.00	0.00	0	60.00	60.00	34.00	19.00	40
HU0566	DT 540 TD 36h 145mm Disc Tandem Disc Hub Black	DT Swiss	0.00	0.00	0.00	0.00	0	60.00	60.00	23.50	21.50	36
HU0567	DT 540 TD 40h 145mm Disc Tandem Disc Hub Black	DT Swiss	0.00	0.00	0.00	0.00	0	60.00	60.00	23.50	23.50	40
HU0568	DT 540 TD 48h 145mm Disc Tandem Disc Hub Black	DT Swiss	0.00	0.00	0.00	0.00	0	60.00	60.00	23.50	21.50	48
HU0570	DT Swiss 370 Front 28h Hub QR	DT Swiss	39.00	39.00	36.50	36.50	28	0.00	0.00	0.00	0.00	0
HU0571	DT Swiss 370 Front 32h Hub QR	DT Swiss	39.00	39.00	36.50	36.50	32	0.00	0.00	0.00	0.00	0
HU0573	DT Swiss 370 Rr 130mm 32h Shimano splined	DT Swiss	0.00	0.00	0.00	0.00	0	46.00	46.00	32.50	17.00	32
HU0574	DT Swiss 370 Rr 135mm 32h QR	DT Swiss	0.00	0.00	0.00	0.00	0	46.00	46.00	30.00	20.00	32
HU0575	DT Swiss 370 Front 32h 6-bolt Disc Hub QR	DT Swiss	58.00	52.00	22.00	35.00	32	0.00	0.00	0.00	0.00	0
HU0576	DT Swiss 370 Rr 135mm 32h 6-bolt disc QR	DT Swiss	0.00	0.00	0.00	0.00	0	58.00	52.00	33.50	20.00	32
HU0577	DT Swiss 370 Front 32h CL D isc Hub QR	DT Swiss	44.00	44.00	22.00	35.00	32	0.00	0.00	0.00	0.00	0
HU0578	DT Swiss 370 Rr 135mm 32h CenterLock Disc QR	DT Swiss	0.00	0.00	0.00	0.00	0	46.00	46.00	32.50	20.00	32
HU0579	DT Swiss 370 Front 32h 110x 20mm thru axle 6-bolt di	DT Swiss	58.00	58.00	23.00	32.00	32	0.00	0.00	0.00	0.00	0
HU0600	DT Swiss Onyx  32h 135mm Center Lock	DT Swiss	0.00	0.00	0.00	0.00	0	46.00	46.00	34.00	18.00	32
HU0604	DT Swiss Onyx Front 32h Center Lock	DT Swiss	44.00	44.00	23.00	34.00	32	0.00	0.00	0.00	0.00	0
HU0604W	DT Onyx Fr 32h Centerloc k Black No packaging***	DT Swiss	44.00	44.00	23.00	34.00	32	0.00	0.00	0.00	0.00	0
HU0612	DT Swiss Onyx 32h/135mm/ black	DT Swiss	0.00	0.00	0.00	0.00	0	45.00	45.00	35.50	19.50	32
HU0613	DT Swiss Onyx 135mm 32h Disc 135mm Black	DT Swiss	0.00	0.00	0.00	0.00	0	58.00	48.00	33.50	19.50	32
HU0615	DT Swiss Onyx 135mm 36h Disc 135mm Black 	DT Swiss	0.00	0.00	0.00	0.00	0	58.00	48.00	33.50	20.00	36
HU0616	DT Swiss Onyx 36h/135mm/ black	DT Swiss	0.00	0.00	0.00	0.00	0	45.00	45.00	35.50	19.50	36
HU0632	DT Swiss Onyx Front/32h/ black	DT Swiss	39.00	39.00	35.00	35.00	32	0.00	0.00	0.00	0.00	0
HU0633	Onyx Front 32h Disc Black	DT Swiss	58.00	48.00	23.00	35.00	32	0.00	0.00	0.00	0.00	0
HU0634	Onyx Front 32h Disc 20mm axle Black	DT Swiss	58.00	58.00	23.00	31.00	32	0.00	0.00	0.00	0.00	0
HU0636	DT Swiss Onyx Front/36h/ black	DT Swiss	39.00	39.00	35.00	35.00	36	0.00	0.00	0.00	0.00	0
HU0637	Onyx Front 36h Disc Black	DT Swiss	58.00	48.00	23.00	35.00	36	0.00	0.00	0.00	0.00	0
HU0638	Onyx Front 36h Disc 20mm axle Black 	DT Swiss	58.00	58.00	23.00	31.00	36	0.00	0.00	0.00	0.00	0
HU0723	Dura-Ace FH7700 24 hole rear hub, 8 or 9 speed compatible.	Shimano	0.00	0.00	0.00	0.00	0	44.00	45.00	34.00	18.00	24
HU0724	Dura-Ace FH7700 28 hole rear hub, 8 or 9 speed compatible.	Shimano	0.00	0.00	0.00	0.00	0	44.00	45.00	34.00	18.00	28
HU0725	Dura-Ace FH7700 32 hole rear hub, 8 or 9 speed compatible.	Shimano	0.00	0.00	0.00	0.00	0	44.00	45.00	34.00	18.00	32
HU0750	XTR M978 32h Front Hub w/15mm Thru Axle	Shimano	44.00	44.00	22.00	33.00	32	0.00	0.00	0.00	0.00	0
HU0761	XTR M970 32h Front hub 	Shimano	40.00	40.00	35.00	35.00	32	0.00	0.00	0.00	0.00	0
HU0763	XTR M970 32h Rear Hub	Shimano	0.00	0.00	0.00	0.00	0	44.00	45.00	33.00	20.00	32
HU0764	XTR M975 28h Centerlock Front disc hub	Shimano	44.00	40.00	23.00	34.00	28	0.00	0.00	0.00	0.00	0
HU0765	XTR M975 32h Centerlock Front disc hub	Shimano	44.00	40.00	23.00	34.00	32	0.00	0.00	0.00	0.00	0
HU0767	XTR M975 32h Centerlock Rear Disc Hub	Shimano	0.00	0.00	0.00	0.00	0	44.00	45.00	33.00	20.00	32
HU0769	XTR M976 32h front hub w /20mm thru axle	Shimano	52.00	52.00	23.00	35.00	32	0.00	0.00	0.00	0.00	0
HU0770	Dura-Ace 7850 10spd 28h Rear hub	Shimano	0.00	0.00	0.00	0.00	0	42.00	43.00	34.50	19.00	28
HU0771	Dura-Ace 7850 10spd 32h Rear hub	Shimano	0.00	0.00	0.00	0.00	0	42.00	43.00	34.50	19.00	32
HU0772	Dura-Ace 7850 10spd 36h Rear hub	Shimano	0.00	0.00	0.00	0.00	0	42.00	43.00	34.50	19.00	36
HU0781	Dura-Ace HB7800 24 Hole Front Hub	Shimano	39.50	39.50	35.00	35.00	24	0.00	0.00	0.00	0.00	0
HU0782	Dura-Ace HB7800 28 Hole Front Hub	Shimano	39.50	39.50	35.00	35.00	28	0.00	0.00	0.00	0.00	0
HU0783	Dura-Ace HB7800 32 Hole Front Hub	Shimano	39.50	39.50	35.00	35.00	32	0.00	0.00	0.00	0.00	0
HU0784	Dura-Ace HB7800 36 Hole Front Hub	Shimano	39.50	39.50	35.00	35.00	36	0.00	0.00	0.00	0.00	0
HU0793	Dura-Ace FH7800 10-Speed 28 Hole Rear Hub	Shimano	0.00	0.00	0.00	0.00	0	44.00	45.00	34.00	18.00	28
HU0794	Dura-Ace FH7800 10-Speed 32 Hole Rear Hub	Shimano	0.00	0.00	0.00	0.00	0	44.00	45.00	34.00	18.00	32
HU0795	Dura-Ace FH7800 10-Speed 36 Hole Rear Hub	Shimano	0.00	0.00	0.00	0.00	0	44.00	45.00	34.00	18.00	36
HU0801	D/Ace FH7801 28h rear cass hub 130mm	Shimano	0.00	0.00	0.00	0.00	0	44.00	45.00	34.00	18.00	28
HU0802	Dura-Ace FH7801 32h rear cass hub 130mm	Shimano	0.00	0.00	0.00	0.00	0	44.00	45.00	34.00	18.00	32
HU0803	D/Ace FH7801 36h rear cass hub 130mm	Shimano	0.00	0.00	0.00	0.00	0	44.00	45.00	34.00	18.00	36
HU0901	Hugi Disc tandem Front 36h Black	DT Swiss	60.00	60.00	23.00	34.00	36	0.00	0.00	0.00	0.00	0
HU0903	Hugi Disc tandem Front 40h Black	DT Swiss	60.00	60.00	23.00	34.50	40	0.00	0.00	0.00	0.00	0
HU0905	Hugi Disc tandem Front 48h Black	DT Swiss	60.00	60.00	21.00	34.00	48	0.00	0.00	0.00	0.00	0
HU0911	DT Swiss 36h/140mm/disc/tandem*black*	DT Swiss	0.00	0.00	0.00	0.00	0	60.00	60.00	31.50	21.50	36
HU0913	DT Swiss 40h/140mm/disc/tandem *black*	DT Swiss	0.00	0.00	0.00	0.00	0	60.00	60.00	31.50	21.50	40
HU0915	DT Swiss 48h/140mm/disc/tandem *black*	DT Swiss	0.00	0.00	0.00	0.00	0	60.00	60.00	31.20	21.50	48
HU0917	DT Swiss 36h/145mm/disc/tandem *black*	DT Swiss	0.00	0.00	0.00	0.00	0	60.00	60.00	28.00	25.00	36
HU0919	DT Swiss 40h/145mm/disc/tanden *black*	DT Swiss	0.00	0.00	0.00	0.00	0	60.00	60.00	29.00	24.00	40
HU0921	DT Swiss 48h/145mm/disc/tandem *black*	DT Swiss	0.00	0.00	0.00	0.00	0	60.00	60.00	31.00	23.00	48
HU0922	Hugi F.R.Front Disc hub  32h 20mm Black	DT Swiss	58.00	51.00	22.00	30.00	32	0.00	0.00	0.00	0.00	0
HU0923	Hugi F.R.Front Disc hub 36h 20mm Black	DT Swiss	58.00	51.00	22.00	30.00	36	0.00	0.00	0.00	0.00	0
HU0924	Hugi F.R.Front Disc hub 32h Black	DT Swiss	58.00	51.00	22.00	30.00	32	0.00	0.00	0.00	0.00	0
HU0925	Hugi  F.R.Front Disc hub 36h Black	DT Swiss	58.00	51.00	22.00	30.00	36	0.00	0.00	0.00	0.00	0
HU0927	DT Swiss F.R.Rear Disc hub 32h 135mm Black	DT Swiss	0.00	0.00	0.00	0.00	0	58.00	46.00	34.00	18.00	32
HU0928	DT Swiss F.R. Rear Disc hub 36h 135mm Black	DT Swiss	0.00	0.00	0.00	0.00	0	58.00	46.00	34.00	18.00	36
HU0930	Hugi  tandem front 36h hub Black	DT Swiss	60.00	60.00	35.00	35.00	36	0.00	0.00	0.00	0.00	0
HU0932	Hugi  tandem front 40h hub Black	DT Swiss	60.00	60.00	34.50	34.50	40	0.00	0.00	0.00	0.00	0
HU0934	Hugi  tandem front 48h hub Black	DT Swiss	60.00	60.00	35.00	35.00	48	0.00	0.00	0.00	0.00	0
HU0937	DT 36H/135mm Disc Tandem Black QR	DT Swiss	0.00	0.00	0.00	0.00	0	60.00	60.00	34.50	19.50	36
HU0942	DT 40h tandem rear hub /140mm /steel FH threaded for drum *black*	DT Swiss	0.00	0.00	0.00	0.00	0	60.00	60.00	31.00	21.00	40
HU0944	DT Swiss 48h tandem rear hub /140mm /steel FH threaded for drum *black*	DT Swiss	0.00	0.00	0.00	0.00	0	60.00	60.00	31.00	21.00	48
HU0945	DT Swiss 36h tandem rear hub /145mm /steel FH threaded for drum *black*	DT Swiss	60.00	60.00	31.00	23.00	36	0.00	0.00	0.00	0.00	0
HU0947	DT Swiss 40h tandem rear hub /145mm /steel FH threaded for drum *black*	DT Swiss	0.00	0.00	0.00	0.00	0	60.00	60.00	29.00	24.00	40
HU0949	DT Swiss 48h tandem rear hub /145mm /steel FH threaded for drum *black*	DT Swiss	0.00	0.00	0.00	0.00	0	60.00	60.00	29.00	24.00	48
HU0961	XTR M960 Rear Hub 28h	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	35.00	22.00	28
HU0963	XTR M960 Rear Hub 32H	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	32.00	19.00	32
HU0965	XTR M960 Rear Hub 36H	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	32.00	19.00	36
HU0966	DT Swiss F.R.135mm 32h Disc Black 12mm thru axle	DT Swiss	0.00	0.00	0.00	0.00	0	58.00	46.00	34.00	18.00	32
HU0968	DT Swiss F.R.135mm 36h Disc Black 12 mm thru axle	DT Swiss	0.00	0.00	0.00	0.00	0	58.00	46.00	34.00	18.00	36
HU0970	DT Swiss F.R.150mm 32h Disc Black 12mm thru axle	DT Swiss	0.00	0.00	0.00	0.00	0	58.00	58.00	26.50	26.50	32
HU0972	DT Swiss F.R.150mm 36h Disc Black 12mm thru axle axle	DT Swiss	0.00	0.00	0.00	0.00	0	58.00	58.00	26.50	26.50	36
HU0974	DT Swiss F.R.165mm 32h Disc Black 12mm thru axle	DT Swiss	0.00	0.00	0.00	0.00	0	58.00	58.00	32.50	32.50	32
HU0976	DT Swiss F.R.165mm 36h Disc Black 12mm thru axle 	DT Swiss	0.00	0.00	0.00	0.00	0	58.00	58.00	32.50	32.50	36
HU0980	XTR M960 Front Hub 24h	Shimano	38.00	38.00	24.00	24.00	24	0.00	0.00	0.00	0.00	0
HU0982	XTR M960 Front Hub 28H	Shimano	38.00	38.00	24.00	24.00	28	0.00	0.00	0.00	0.00	0
HU0984	XTR M960 Front Hub 32H	Shimano	38.00	38.00	34.00	34.00	32	0.00	0.00	0.00	0.00	0
HU0986	XTR M960 Front Hub 36H	Shimano	38.00	38.00	34.00	34.00	36	0.00	0.00	0.00	0.00	0
HU0988	XTR M965 Rear Lockring Rotor Disc Hub 28H	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	31.50	19.50	28
HU0990	XTR M965 Rear Lockring Disc Hub 32H	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	31.50	19.50	32
HU0992	XTR M965 Rear Lockring Disc Hub 36h	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	31.50	19.50	36
HU0994	XTR M965 Front Lockring Rotor Disc Hub 24h	Shimano	44.00	38.00	22.00	32.00	24	0.00	0.00	0.00	0.00	0
HU0996	XTR M965 Front Lockring Rotor Disc Hub 28h	Shimano	44.00	38.00	22.00	32.00	28	0.00	0.00	0.00	0.00	0
HU0998	XTR M965 Front Lockring Rotor Disc Hub 32h	Shimano	44.00	38.00	22.00	32.00	32	0.00	0.00	0.00	0.00	0
HU0999	XTR M965 Front Lockring Rotor Disc Hub 36h	Shimano	44.00	38.00	22.00	32.00	36	0.00	0.00	0.00	0.00	0
HU1001	Dimension 20mm Thru-Axle Disc hub 	Dimension	58.00	58.00	22.00	31.00	36	0.00	0.00	0.00	0.00	0
HU1003	Dimension 20mm Thru-Axle Disc Hub 	Dimension	58.00	58.00	22.00	31.00	32	0.00	0.00	0.00	0.00	0
HU1004	Dimension Rear 12mm thru-axle disc hub  with adapter for standard 10mm QR	Dimension	0.00	0.00	0.00	0.00	0	58.00	58.00	34.50	19.00	36
HU1006	Dimension Rear 12mm thru-axle disc hub  with adapter for standard 10mm QR	Dimension	0.00	0.00	0.00	0.00	0	58.00	58.00	34.50	19.00	32
HU1008	Dimension DH 12mm Thru-axle rear 150mm Over Lock	Dimension	0.00	0.00	0.00	0.00	0	58.00	58.00	33.00	27.00	36
HU1009	Dimension DH 12mm Thru-axle rear 150mmOver Lock 	Dimension	0.00	0.00	0.00	0.00	0	58.00	58.00	33.00	27.00	32
HU1040	Dimension Track Hub Front 36H Black	Dimension	62.00	62.00	33.00	33.00	36	0.00	0.00	0.00	0.00	0
HU1041	Dimension Track Hub Rear 36H Black	Dimension	0.00	0.00	0.00	0.00	0	62.00	62.00	28.00	28.00	36
HU1042	Dimension Track Hub Front 36H Silver	Dimension	62.00	62.00	33.00	33.00	36	0.00	0.00	0.00	0.00	0
HU1043	Dimension Track Hub Rear 36H Silver Fixed/Fixed	Dimension	0.00	0.00	0.00	0.00	0	62.00	62.00	28.00	28.00	36
HU1044	Dimension Track Hub Rear 36h Black fixed/free	Dimension	0.00	0.00	0.00	0.00	0	62.00	62.00	28.00	28.00	36
HU1045	Dimension Track Hub Rear 36h Silver Fixed/Free	Dimension	0.00	0.00	0.00	0.00	0	62.00	62.00	28.00	28.00	36
HU1046	Dimension Track Hub Front 32h Black	Dimension	62.00	62.00	33.00	33.00	32	0.00	0.00	0.00	0.00	0
HU1047	Dimension Track Hub Rear 32h Black Fixed/Free	Dimension	0.00	0.00	0.00	0.00	0	62.00	62.00	28.00	28.00	32
HU1054	Dimension BMX Front Hub 36h Black 3/8" axle	Dimension	45.00	45.00	34.50	34.50	36	0.00	0.00	0.00	0.00	0
HU1055	Dimension BMX Front Hub 36h Black 14mm x 170mm axle	Dimension	45.00	45.00	34.50	34.50	36	0.00	0.00	0.00	0.00	0
HU1056	Dimension BMX Front Hub 48h Black 14mm x 170mm axle	Dimension	45.00	45.00	34.50	34.50	48	0.00	0.00	0.00	0.00	0
HU1057	Dimension BMX Cassette Hub 36h 3/8" x 160 16t 3/32 cog	Dimension	0.00	0.00	0.00	0.00	0	49.00	49.00	26.50	26.50	36
HU1058	Dimension BMX Cassette Hub 36h 14mmX180 12/16T 1/8 cog	Dimension	0.00	0.00	0.00	0.00	0	49.00	49.00	26.50	26.50	36
HU1059	Dimension BMX Cassette hub 48h 14mmX180 12/16T 1/8 cog	Dimension	0.00	0.00	0.00	0.00	0	49.00	49.00	36.50	36.50	48
